010.000.0101.00	inhibe	 la síntesis de prostaglandinas
010.000.2247.00	tieneGeneralidad	precoz
010.000.2248.00	tieneGeneralidad	precoz
010.000.2249.00	tieneGeneralidad	precoz
010.000.2247.00	tieneGeneralidad	  ,
010.000.2248.00	tieneGeneralidad	  ,
010.000.2249.00	tieneGeneralidad	  ,
010.000.2247.00	tieneGeneralidad	y
010.000.2248.00	tieneGeneralidad	y
010.000.2249.00	tieneGeneralidad	y
010.000.2247.00	tieneGeneralidad	)
010.000.2248.00	tieneGeneralidad	)
010.000.2249.00	tieneGeneralidad	)
010.000.2247.00	disminuye	 los episodios de reflujo
010.000.2248.00	disminuye	 los episodios de reflujo
010.000.2249.00	disminuye	 los episodios de reflujo
010.000.2247.00	disminuye	 tiempo con ph esofágico inferior
010.000.2248.00	disminuye	 tiempo con ph esofágico inferior
010.000.2249.00	disminuye	 tiempo con ph esofágico inferior
010.000.1208.00	tieneGeneralidad	.
010.000.1209.00	tieneGeneralidad	.
010.000.2147.00	tieneGeneralidad	.
010.000.1208.00	previene	atonía
010.000.1209.00	previene	atonía
010.000.2147.00	previene	atonía
010.000.1277.00	tiene	efecto
010.000.1278.00	extrae	agua de los
010.000.1282.00	extrae	agua de los
010.000.1278.00	extrae	 tejidos hacia las heces
010.000.1282.00	extrae	 tejidos hacia las heces
010.000.4184.00	actúaSobre	 los músculos circulares
010.000.1275.00	produce	efecto
010.000.1241.00	estimula	motilidad
010.000.1242.00	estimula	motilidad
010.000.1243.00	estimula	motilidad
010.000.2150.00	hidrolizaPor	 las bacterias
010.000.1233.00	tieneGeneralidad	en
010.000.2151.00	tieneGeneralidad	en
010.000.1233.00	tieneGeneralidad	  ,
010.000.2151.00	tieneGeneralidad	  ,
010.000.1233.00	tieneGeneralidad	.
010.000.2151.00	tieneGeneralidad	.
010.000.1270.00	tieneGeneralidad	que
010.000.1270.01	tieneGeneralidad	que
010.000.1272.00	tieneGeneralidad	que
010.000.1270.00	hidrolizaPor	 las bacterias
010.000.1270.01	hidrolizaPor	 las bacterias
010.000.1272.00	hidrolizaPor	 las bacterias
010.000.4185.00	tieneGeneralidad	  de la
010.000.4185.01	tieneGeneralidad	  de la
010.000.4185.00	tieneGeneralidad	-
010.000.4185.01	tieneGeneralidad	-
010.000.4185.00	disminuye	 los niveles biliares
010.000.4185.01	disminuye	 los niveles biliares
010.000.5675.00	tieneGeneralidad	es
010.000.5675.00	tieneGeneralidad	.
010.000.4336.00	tieneGeneralidad	  , su
010.000.4336.00	tieneGeneralidad	provoca
010.000.4336.00	provoca	 una inhibición de la fosfolipasa a2
010.000.5188.00	tieneGeneralidad	donde
010.000.5188.00	requiere	control de la
010.000.5188.00	requiere	 secreción de ácido
010.000.6099.00	tieneGeneralidad	  ,
010.000.6099.01	tieneGeneralidad	  ,
010.000.6100.00	tieneGeneralidad	  ,
010.000.6099.00	modifica	metabolismo de las
010.000.6099.01	modifica	metabolismo de las
010.000.6100.00	modifica	metabolismo de las
010.000.6099.00	modifica	substancias
010.000.6099.01	modifica	substancias
010.000.6100.00	modifica	substancias
010.000.3830.00	tieneGeneralidad	los
010.000.3830.01	tieneGeneralidad	los
010.000.3826.00	tieneGeneralidad	los
010.000.3830.00	tieneGeneralidad	-
010.000.3830.01	tieneGeneralidad	-
010.000.3826.00	tieneGeneralidad	-
010.000.3830.00	constituye	 un sustrato crítico para la síntesis
010.000.3830.01	constituye	 un sustrato crítico para la síntesis
010.000.3826.00	constituye	 un sustrato crítico para la síntesis
010.000.0260.00	bloquea	 la conducción
010.000.0260.01	bloquea	 la conducción
010.000.0260.02	bloquea	 la conducción
010.000.0260.00	bloquea	nerviosa
010.000.0260.01	bloquea	nerviosa
010.000.0260.02	bloquea	nerviosa
010.000.1244.00	tieneGeneralidad	activo de
010.000.4175.00	tieneGeneralidad	activo de
010.000.4175.01	tieneGeneralidad	activo de
010.000.4186.00	tieneGeneralidad	activo de
010.000.4186.01	tieneGeneralidad	activo de
010.000.4186.02	tieneGeneralidad	activo de
010.000.4186.03	tieneGeneralidad	activo de
010.000.4186.04	tieneGeneralidad	activo de
010.000.4186.05	tieneGeneralidad	activo de
010.000.4186.06	tieneGeneralidad	activo de
010.000.4186.07	tieneGeneralidad	activo de
010.000.4189.00	tieneGeneralidad	activo de
010.000.1244.00	bloquea	 la ciclooxigenasa
010.000.4175.00	bloquea	 la ciclooxigenasa
010.000.4175.01	bloquea	 la ciclooxigenasa
010.000.4186.00	bloquea	 la ciclooxigenasa
010.000.4186.01	bloquea	 la ciclooxigenasa
010.000.4186.02	bloquea	 la ciclooxigenasa
010.000.4186.03	bloquea	 la ciclooxigenasa
010.000.4186.04	bloquea	 la ciclooxigenasa
010.000.4186.05	bloquea	 la ciclooxigenasa
010.000.4186.06	bloquea	 la ciclooxigenasa
010.000.4186.07	bloquea	 la ciclooxigenasa
010.000.4189.00	bloquea	 la ciclooxigenasa
010.000.5171.00	tieneGeneralidad	que
010.000.5171.01	tieneGeneralidad	que
010.000.5181.00	tieneGeneralidad	que
010.000.5187.00	tieneGeneralidad	  la
010.000.5187.00	tieneGeneralidad	a
010.000.5187.00	tieneGeneralidad	de
010.000.5187.00	tieneGeneralidad	específico
010.000.5187.00	tieneGeneralidad	Bomba de
010.000.5187.00	tieneGeneralidad	 protones en las células parietales
010.000.4188.00	tieneGeneralidad	que
010.000.4188.01	tieneGeneralidad	que
010.000.4190.00	tieneGeneralidad	que
010.000.4188.00	tieneGeneralidad	y
010.000.4188.01	tieneGeneralidad	y
010.000.4190.00	tieneGeneralidad	y
010.000.4188.00	tieneGeneralidad	  , grasas y
010.000.4188.01	tieneGeneralidad	  , grasas y
010.000.4190.00	tieneGeneralidad	  , grasas y
010.000.4188.00	tieneGeneralidad	.
010.000.4188.01	tieneGeneralidad	.
010.000.4190.00	tieneGeneralidad	.
010.000.5186.00	tieneGeneralidad	  la
010.000.5186.01	tieneGeneralidad	  la
010.000.5186.02	tieneGeneralidad	  la
010.000.5186.00	tieneGeneralidad	a
010.000.5186.01	tieneGeneralidad	a
010.000.5186.02	tieneGeneralidad	a
010.000.5186.00	tieneGeneralidad	de
010.000.5186.01	tieneGeneralidad	de
010.000.5186.02	tieneGeneralidad	de
010.000.5186.00	tieneGeneralidad	específico
010.000.5186.01	tieneGeneralidad	específico
010.000.5186.02	tieneGeneralidad	específico
010.000.5186.00	tieneGeneralidad	Bomba de
010.000.5186.01	tieneGeneralidad	Bomba de
010.000.5186.02	tieneGeneralidad	Bomba de
010.000.5186.00	tieneGeneralidad	 ácido en las células parietales
010.000.5186.01	tieneGeneralidad	 ácido en las células parietales
010.000.5186.02	tieneGeneralidad	 ácido en las células parietales
010.000.5221.00	tieneGeneralidad	alfa
010.000.5223.00	tieneGeneralidad	alfa
010.000.5223.01	tieneGeneralidad	alfa
010.000.5223.02	tieneGeneralidad	alfa
010.000.5221.00	tieneGeneralidad	alfa
010.000.5223.00	tieneGeneralidad	alfa
010.000.5223.01	tieneGeneralidad	alfa
010.000.5223.02	tieneGeneralidad	alfa
010.000.5221.00	tieneGeneralidad	recombinante
010.000.5223.00	tieneGeneralidad	recombinante
010.000.5223.01	tieneGeneralidad	recombinante
010.000.5223.02	tieneGeneralidad	recombinante
010.000.5221.00	tieneGeneralidad	producido
010.000.5223.00	tieneGeneralidad	producido
010.000.5223.01	tieneGeneralidad	producido
010.000.5223.02	tieneGeneralidad	producido
010.000.5221.00	tieneGeneralidad	.
010.000.5223.00	tieneGeneralidad	.
010.000.5223.01	tieneGeneralidad	.
010.000.5223.02	tieneGeneralidad	.
010.000.1210.00	tieneGeneralidad	.
010.000.1210.01	tieneGeneralidad	.
010.000.4113.00	tieneGeneralidad	que
010.000.4191.00	tieneGeneralidad	.
010.000.4191.00	tieneGeneralidad	diarreico
010.000.4191.00	tieneGeneralidad	  , la
010.000.4191.00	tieneGeneralidad	intestinal de
010.000.4191.00	tieneGeneralidad	.
010.000.6129.00	tieneGeneralidad	intestinal
010.000.6130.00	tieneGeneralidad	intestinal
010.000.6129.00	reduce	 la hipersecresión
010.000.6130.00	reduce	 la hipersecresión
010.000.6129.00	reduce	intestinal de
010.000.6130.00	reduce	intestinal de
010.000.6129.00	reduce	agua y
010.000.6130.00	reduce	agua y
010.000.6129.00	reduce	 electrolitos
010.000.6130.00	reduce	 electrolitos
010.000.1234.00	inhibePor	 competencia
010.000.1234.01	inhibePor	 competencia
010.000.1234.00	inhibePor	 acción de la histamina h2
010.000.1234.01	inhibePor	 acción de la histamina h2
010.000.4112.00	combinaCon	 ácido
010.000.4112.00	combinaCon	biliar
010.000.5172.00	tieneGeneralidad	con
010.000.5172.00	tieneGeneralidad	.
010.000.5176.00	tieneGeneralidad	básica
010.000.5176.00	tieneGeneralidad	  ,
010.000.5176.00	inhibe	 la pepsina
010.000.4504.00	tieneGeneralidad	de
010.000.4504.00	tieneGeneralidad	o
010.000.4504.00	tieneGeneralidad	5-aas
010.000.4504.00	tieneGeneralidad	todavía
010.000.4504.00	tieneGeneralidad	pero
010.000.4504.00	tieneGeneralidad	e
010.000.4504.00	observaEn	animales
010.000.4194.00	tieneGeneralidad	  del
010.000.4194.00	tieneGeneralidad	4
010.000.5191.00	tieneGeneralidad	.
010.000.5191.01	tieneGeneralidad	.
010.000.5191.02	tieneGeneralidad	.
010.000.5454.00	tieneGeneralidad	  y
010.000.4206.00	tieneGeneralidad	  , se
010.000.4206.00	uneA	 receptores citoplásmicos específicos
010.000.1489.00	uneAl	 receptor estrogénico
010.000.1499.00	uneAl	 receptor estrogénico
010.000.1501.00	uneAl	 receptor estrogénico
010.000.1502.00	uneAl	 receptor estrogénico
010.000.1506.00	uneAl	 receptor estrogénico
010.000.1561.00	tieneGeneralidad	los
010.000.1561.00	tieneGeneralidad	  ,
010.000.1561.00	inhibe	 la síntesis del ácido nucleico
010.000.1566.00	altera	 la permeabilidad de la membrana celular
010.000.1566.00	altera	 hongos
010.000.1562.00	inhibe	 enzimas bacterianas
Resistencia cruzada con otros nitrofuranos .ÁCIDO ALENDRÓNICO 010.000.4161.00	tieneGeneralidad	que
Resistencia cruzada con otros nitrofuranos .ÁCIDO ALENDRÓNICO 010.000.4161.00	uneA	 la hidroxiapatita ósea
010.000.4166.00	inhibe	 la resorción ósea de los osteoclastos
010.000.4167.00	inhibe	 la resorción ósea de los osteoclastos
010.000.1545.00	tieneGeneralidad	competitivo
010.000.1546.00	tieneGeneralidad	competitivo
010.000.1545.00	tieneGeneralidad	Receptores de
010.000.1546.00	tieneGeneralidad	Receptores de
010.000.1545.00	tieneGeneralidad	 la oxitocina
010.000.1546.00	tieneGeneralidad	 la oxitocina
010.000.1096.00	estimula	 los receptores dopaminérgicos
010.000.1094.00	tieneGeneralidad	  , medicamento
010.000.1094.01	tieneGeneralidad	  , medicamento
010.000.1094.00	tieneGeneralidad	dopaminérgico
010.000.1094.01	tieneGeneralidad	dopaminérgico
010.000.1541.00	tieneGeneralidad	.
010.000.1541.01	tieneGeneralidad	.
010.000.1541.02	tieneGeneralidad	.
010.000.1511.00	tieneGeneralidad	  , con
010.000.1511.00	tieneGeneralidad	  ,
010.000.1511.00	tieneGeneralidad	y
010.000.1511.00	tieneGeneralidad	actúa
010.000.1511.00	actúaPor	 supresión de las gonadotropinas
010.000.1531.00	tieneGeneralidad	que
010.000.1531.00	estimula	 la liberación de gonadotropinas hipofisarias
010.000.1521.00	tieneGeneralidad	similares a la
010.000.1093.00	tieneGeneralidad	que
010.000.1093.00	tieneGeneralidad	el
010.000.1093.00	tieneGeneralidad	-
010.000.6001.00	tieneGeneralidad	actúa
010.000.6001.00	actúaEn	endometriosis
010.000.4203.00	tieneGeneralidad	)
010.000.4208.00	tieneGeneralidad	)
010.000.4208.01	tieneGeneralidad	)
040.000.1544.00	aumenta	 la actividad del músculo uterino estimulación directa
010.000.1497.00	tieneGeneralidad	.
010.000.1516.00	tieneGeneralidad	proporciona
010.000.1516.00	proporciona	reemplazo
010.000.1513.00	tieneGeneralidad	idéntico
010.000.1514.00	tieneGeneralidad	idéntico
010.000.1513.00	sustituye	 la pérdida en la producción de estrógenos de la menopausia
010.000.1514.00	sustituye	 la pérdida en la producción de estrógenos de la menopausia
010.000.1508.00	uneAl	 receptor estrogénico
010.000.1509.00	uneAl	 receptor estrogénico
010.000.4144.00	tieneGeneralidad	que
010.000.4144.01	tieneGeneralidad	que
010.000.5206.00	tieneGeneralidad	que
010.000.5206.01	tieneGeneralidad	que
010.000.5206.02 	tieneGeneralidad	que
010.000.4144.00	estimula	 el crecimiento maduración
010.000.4144.01	estimula	 el crecimiento maduración
010.000.5206.00	estimula	 el crecimiento maduración
010.000.5206.01	estimula	 el crecimiento maduración
010.000.5206.02 	estimula	 el crecimiento maduración
010.000.4144.00	estimula	folicular
010.000.4144.01	estimula	folicular
010.000.5206.00	estimula	folicular
010.000.5206.01	estimula	folicular
010.000.5206.02 	estimula	folicular
010.000.4142.00	tieneGeneralidad	que
010.000.4143.00	tieneGeneralidad	que
010.000.4142.00	estimula	 el crecimiento maduración
010.000.4143.00	estimula	 el crecimiento maduración
010.000.4142.00	estimula	folicular
010.000.4143.00	estimula	folicular
010.000.4155.00	tieneGeneralidad	purificado
010.000.4155.01	tieneGeneralidad	purificado
010.000.4155.00	contiene	 hormona folículo estimulante hormona luteinizante
010.000.4155.01	contiene	 hormona folículo estimulante hormona luteinizante
010.000.1522.00	tieneGeneralidad	.
010.000.1522.00	transforma	 el endometrio proliferativo en secretor
010.000.3412.00	tieneGeneralidad	se
010.000.3412.01	tieneGeneralidad	se
010.000.3412.00	inhibe	 la contractilidad uterina
010.000.3412.01	inhibe	 la contractilidad uterina
010.000.1591.00	proporciona	 inmunidad pasiva
010.000.4527.00	tieneGeneralidad	que
010.000.4527.00	tieneGeneralidad	  ,
010.000.4527.00	modifica	 el moco
010.000.4145.00	tieneGeneralidad	se
010.000.4145.01	tieneGeneralidad	se
010.000.4145.02	tieneGeneralidad	se
010.000.4145.00	uneA	 las células de la teka
010.000.4145.01	uneA	 las células de la teka
010.000.4145.02	uneA	 las células de la teka
010.000.3044.00	inhibe	 la producción de gonadotropina
010.000.3045.00	inhibe	 la producción de gonadotropina
010.000.1503.00	inhibe	 la secreción hipofisiaria
010.000.6034.00	tieneGeneralidad	es
010.000.6034.00	tieneGeneralidad	de
010.000.6034.00	tieneGeneralidad	ya
010.000.6034.00	tieneGeneralidad	los
010.000.6034.00	tieneGeneralidad	y
010.000.6011.00	tieneGeneralidad	es
010.000.6012.00	tieneGeneralidad	es
010.000.6012.01	tieneGeneralidad	es
010.000.6012.02	tieneGeneralidad	es
010.000.6012.03	tieneGeneralidad	es
010.000.6012.04	tieneGeneralidad	es
010.000.6011.00	tieneGeneralidad	cuyo
010.000.6012.00	tieneGeneralidad	cuyo
010.000.6012.01	tieneGeneralidad	cuyo
010.000.6012.02	tieneGeneralidad	cuyo
010.000.6012.03	tieneGeneralidad	cuyo
010.000.6012.04	tieneGeneralidad	cuyo
010.000.6011.00	tieneGeneralidad	es
010.000.6012.00	tieneGeneralidad	es
010.000.6012.01	tieneGeneralidad	es
010.000.6012.02	tieneGeneralidad	es
010.000.6012.03	tieneGeneralidad	es
010.000.6012.04	tieneGeneralidad	es
010.000.6011.00	tieneGeneralidad	tiene
010.000.6012.00	tieneGeneralidad	tiene
010.000.6012.01	tieneGeneralidad	tiene
010.000.6012.02	tieneGeneralidad	tiene
010.000.6012.03	tieneGeneralidad	tiene
010.000.6012.04	tieneGeneralidad	tiene
010.000.1551.00	tieneGeneralidad	ß-2
010.000.1552.00	tieneGeneralidad	ß-2
010.000.1551.00	tieneGeneralidad	  , que
010.000.1552.00	tieneGeneralidad	  , que
010.000.1551.00	relaja	 el músculo uterino
010.000.1552.00	relaja	 el músculo uterino
010.000.1542.00	ejerce	efecto
010.000.1542.00	ejerce	musculatura
010.000.4215.00	previene	 los efectos
010.000.4217.00	previene	 los efectos
010.000.4215.00	previene	vasculares y
010.000.4217.00	previene	vasculares y
010.000.4215.00	previene	 celulares provocados por su déficit a nivel
010.000.4217.00	previene	 celulares provocados por su déficit a nivel
010.000.4163.00	tieneGeneralidad	  ,
010.000.4163.01	tieneGeneralidad	  ,
010.000.4163.00	tiene	 actividad selectiva agonista
010.000.4163.01	tiene	 actividad selectiva agonista
010.000.2207.00	tieneGeneralidad	con
010.000.2207.01	tieneGeneralidad	con
010.000.2207.00	tieneGeneralidad	  ,
010.000.2207.01	tieneGeneralidad	  ,
010.000.2207.00	tieneGeneralidad	y
010.000.2207.01	tieneGeneralidad	y
010.000.2207.00	inhibe	 la secreción de hormona luteinizante
010.000.2207.01	inhibe	 la secreción de hormona luteinizante
010.000.5204.00	tieneGeneralidad	  ,
010.000.5204.00	tieneGeneralidad	obtenido
010.000.5204.00	tieneGeneralidad	de
010.000.5204.00	tieneGeneralidad	Orina de
010.000.5204.00	tieneGeneralidad	 mujeres posmenopáusicas
010.000.0624.00	inhibe	síntesis
010.000.0624.01	inhibe	síntesis
010.000.0626.00	promueve	formación
010.000.0626.01	promueve	formación
010.000.1732.00	promueve	formación
010.000.1732.01	promueve	formación
010.000.1701.00	proporciona	hierro
010.000.1702.00	proporciona	hierro
010.000.1733.00	tieneGeneralidad	que
010.000.1733.00	tieneGeneralidad	igual
010.000.1733.00	tieneGeneralidad	  ,
010.000.1733.00	promueve	 la síntesis hepática de la protombina
010.000.1703.00	tieneGeneralidad	  ,
010.000.1704.00	tieneGeneralidad	  ,
010.000.1703.00	tieneGeneralidad	y
010.000.1704.00	tieneGeneralidad	y
010.000.1703.00	tieneGeneralidad	.
010.000.1704.00	tieneGeneralidad	.
010.000.1703.00	controla	 la traducción
010.000.1704.00	controla	 la traducción
010.000.4247.00	tieneGeneralidad	  ,
010.000.4247.00	tieneGeneralidad	dirigido
010.000.4247.00	tieneGeneralidad	b
010.000.4247.00	tieneGeneralidad	inhibitorio
010.000.4247.00	tieneGeneralidad	.
010.000.4237.00	inhibeA	 las substancias activadoras del plasminógeno
010.000.5340.00	tieneGeneralidad	.
010.000.5341.00	tieneGeneralidad	.
010.000.5246.00	tieneGeneralidad	las
010.000.5246.00	tieneGeneralidad	y
010.000.5246.00	tieneGeneralidad	tripsina
010.000.5634.00	tieneGeneralidad	  ,
010.000.5634.00	muestra	 actividad antitrombótica
010.000.5630.00	tieneGeneralidad	es
010.000.5630.00	tieneGeneralidad	que
010.000.5630.00	tieneGeneralidad	se
010.000.5630.00	utilizaPara	 la continuación del tratamiento pacientes
010.000.4218.00	tieneGeneralidad	las
010.000.4219.00	tieneGeneralidad	las
010.000.4218.00	tieneGeneralidad	y
010.000.4219.00	tieneGeneralidad	y
010.000.4218.00	tieneGeneralidad	tripsina
010.000.4219.00	tieneGeneralidad	tripsina
010.000.6053.00	tieneGeneralidad	que
010.000.6101.00	tieneGeneralidad	que
010.000.6102.00	tieneGeneralidad	que
010.000.4248.00	tieneGeneralidad	  , principalmente
010.000.4279.00	tieneGeneralidad	  , principalmente
010.000.4282.00	tieneGeneralidad	  , principalmente
010.000.4283.00	tieneGeneralidad	  , principalmente
010.000.4284.00	tieneGeneralidad	  , principalmente
010.000.4285.00	tieneGeneralidad	  , principalmente
010.000.4286.00	tieneGeneralidad	  , principalmente
010.000.4287.00	tieneGeneralidad	  , principalmente
010.000.4288.00	tieneGeneralidad	  , principalmente
010.000.6031.00	tieneGeneralidad	  , principalmente
010.000.6032.00	tieneGeneralidad	  , principalmente
010.000.6033.00	tieneGeneralidad	  , principalmente
010.000.4248.00	tieneGeneralidad	fibrinógeno
010.000.4279.00	tieneGeneralidad	fibrinógeno
010.000.4282.00	tieneGeneralidad	fibrinógeno
010.000.4283.00	tieneGeneralidad	fibrinógeno
010.000.4284.00	tieneGeneralidad	fibrinógeno
010.000.4285.00	tieneGeneralidad	fibrinógeno
010.000.4286.00	tieneGeneralidad	fibrinógeno
010.000.4287.00	tieneGeneralidad	fibrinógeno
010.000.4288.00	tieneGeneralidad	fibrinógeno
010.000.6031.00	tieneGeneralidad	fibrinógeno
010.000.6032.00	tieneGeneralidad	fibrinógeno
010.000.6033.00	tieneGeneralidad	fibrinógeno
010.000.4248.00	tieneGeneralidad	  , que al
010.000.4279.00	tieneGeneralidad	  , que al
010.000.4282.00	tieneGeneralidad	  , que al
010.000.4283.00	tieneGeneralidad	  , que al
010.000.4284.00	tieneGeneralidad	  , que al
010.000.4285.00	tieneGeneralidad	  , que al
010.000.4286.00	tieneGeneralidad	  , que al
010.000.4287.00	tieneGeneralidad	  , que al
010.000.4288.00	tieneGeneralidad	  , que al
010.000.6031.00	tieneGeneralidad	  , que al
010.000.6032.00	tieneGeneralidad	  , que al
010.000.6033.00	tieneGeneralidad	  , que al
010.000.4248.00	tieneGeneralidad	  ,
010.000.4279.00	tieneGeneralidad	  ,
010.000.4282.00	tieneGeneralidad	  ,
010.000.4283.00	tieneGeneralidad	  ,
010.000.4284.00	tieneGeneralidad	  ,
010.000.4285.00	tieneGeneralidad	  ,
010.000.4286.00	tieneGeneralidad	  ,
010.000.4287.00	tieneGeneralidad	  ,
010.000.4288.00	tieneGeneralidad	  ,
010.000.6031.00	tieneGeneralidad	  ,
010.000.6032.00	tieneGeneralidad	  ,
010.000.6033.00	tieneGeneralidad	  ,
010.000.5935.00	tieneGeneralidad	  ,
